,word1,word2,POS,result,conc(w1),conc(w2),concQ,Assoc(USF),SimAssoc333,SD(SimLex),bert_cos
963,leave,appear,V,0.97,2.53,3.13,2,0.11,0,1.45,0.851560652256012
964,create,destroy,V,0.63,2.62,3.08,2,0.11,0,1.1,0.8943595886230469
965,begin,go,V,7.42,2.56,3.15,2,0.11,0,1.24,0.8587345480918884
966,get,buy,V,5.08,2.38,3.35,2,0.11,0,1.02,0.9110196828842163
967,collect,save,V,6.67,3.34,2.42,2,0.11,0,0.44,0.8997507095336914
968,replace,restore,V,5.73,3.0,2.79,2,0.11,0,1.08,0.8219358921051025
969,join,add,V,8.1,2.86,3.0,2,0.11,0,0.88,0.8634282946586609
970,join,marry,V,5.35,2.86,3.03,2,0.11,0,1.41,0.8566973805427551
971,accept,deliver,V,1.58,3.03,3.12,2,0.11,0,1.37,0.8904016613960266
972,attach,join,V,7.75,3.33,2.86,2,0.11,0,0.94,0.8628641366958618
973,put,hang,V,3.0,2.5,3.7,2,0.11,0,1.49,0.8364899754524231
974,go,sell,V,0.97,3.15,3.35,2,0.11,0,0.9,0.8401121497154236
975,communicate,pray,V,3.55,3.43,3.21,2,0.11,0,1.38,0.853850781917572
976,give,steal,V,0.5,2.83,3.84,2,0.11,0,0.62,0.8937087655067444
977,add,build,V,4.92,3.0,3.71,2,0.11,0,1.1,0.7692430019378662
978,bring,restore,V,2.62,2.55,2.79,2,0.1,0,0.74,0.8654922246932983
979,comprehend,satisfy,V,2.55,1.86,2.04,1,0.0,0,1.0,0.8103618025779724
980,portray,decide,V,1.18,2.18,1.92,1,0.0,0,1.37,0.8343064188957214
981,organize,become,V,1.77,2.72,1.54,1,0.0,0,1.86,0.8009254336357117
982,give,know,V,0.88,2.83,1.68,1,0.0,0,1.12,0.8803960680961609
983,say,verify,V,4.9,2.58,2.1,1,0.0,0,0.65,0.8400788903236389
984,cooperate,join,V,5.18,1.87,2.86,1,0.0,0,0.36,0.8534044027328491
985,arrange,require,V,0.98,2.79,2.07,1,0.0,0,1.72,0.6699288487434387
986,borrow,want,V,1.77,3.1,1.93,1,0.0,0,1.22,0.8731677532196045
987,investigate,pursue,V,7.15,2.27,2.83,1,0.0,0,0.56,0.9319437146186829
988,ignore,explore,V,0.4,2.22,2.9,1,0.0,0,1.19,0.8425855040550232
989,bring,complain,V,0.98,2.55,2.6,1,0.0,0,1.57,0.8813188076019287
990,enter,owe,V,0.68,3.12,2.07,1,0.0,0,1.67,0.7504448890686035
991,portray,notify,V,0.78,2.18,3.04,2,0.0,0,1.17,0.7733222842216492
992,remind,sell,V,0.4,2.19,3.35,2,0.0,0,1.61,0.8689137697219849
993,absorb,possess,V,5.0,3.11,2.6,2,0.0,0,1.15,0.9183732867240906
994,join,acquire,V,2.85,2.86,2.93,2,0.0,0,0.99,0.8352832794189453
995,send,attend,V,1.67,2.7,3.17,2,0.0,0,1.44,0.8198118209838867
996,gather,attend,V,4.8,2.75,3.17,2,0.0,0,1.97,0.8575328588485718
997,absorb,withdraw,V,2.97,3.11,3.04,2,0.0,0,1.75,0.6468631625175476
998,attend,arrive,V,6.08,3.17,3.22,2,0.0,0,1.18,0.8979157209396362
