,word1,word2,POS,result,conc(w1),conc(w2),concQ,Assoc(USF),SimAssoc333,SD(SimLex),bert_cos
963,leave,appear,V,0.97,2.53,3.13,2,0.11,0,1.45,0.7275358438491821
964,create,destroy,V,0.63,2.62,3.08,2,0.11,0,1.1,0.8537907004356384
965,begin,go,V,7.42,2.56,3.15,2,0.11,0,1.24,0.7436791062355042
966,get,buy,V,5.08,2.38,3.35,2,0.11,0,1.02,0.8445065021514893
967,collect,save,V,6.67,3.34,2.42,2,0.11,0,0.44,0.7974513173103333
968,replace,restore,V,5.73,3.0,2.79,2,0.11,0,1.08,0.7010741233825684
969,join,add,V,8.1,2.86,3.0,2,0.11,0,0.88,0.7092325091362
970,join,marry,V,5.35,2.86,3.03,2,0.11,0,1.41,0.7734448313713074
971,accept,deliver,V,1.58,3.03,3.12,2,0.11,0,1.37,0.85636967420578
972,attach,join,V,7.75,3.33,2.86,2,0.11,0,0.94,0.7888549566268921
973,put,hang,V,3.0,2.5,3.7,2,0.11,0,1.49,0.6886176466941833
974,go,sell,V,0.97,3.15,3.35,2,0.11,0,0.9,0.7284150719642639
975,communicate,pray,V,3.55,3.43,3.21,2,0.11,0,1.38,0.7502405643463135
976,give,steal,V,0.5,2.83,3.84,2,0.11,0,0.62,0.793663740158081
977,add,build,V,4.92,3.0,3.71,2,0.11,0,1.1,0.6473097801208496
978,bring,restore,V,2.62,2.55,2.79,2,0.1,0,0.74,0.7625058889389038
979,comprehend,satisfy,V,2.55,1.86,2.04,1,0.0,0,1.0,0.7349446415901184
980,portray,decide,V,1.18,2.18,1.92,1,0.0,0,1.37,0.7398284673690796
981,organize,become,V,1.77,2.72,1.54,1,0.0,0,1.86,0.7189033627510071
982,give,know,V,0.88,2.83,1.68,1,0.0,0,1.12,0.7676606774330139
983,say,verify,V,4.9,2.58,2.1,1,0.0,0,0.65,0.7408015727996826
984,cooperate,join,V,5.18,1.87,2.86,1,0.0,0,0.36,0.772835373878479
985,arrange,require,V,0.98,2.79,2.07,1,0.0,0,1.72,0.5488457679748535
986,borrow,want,V,1.77,3.1,1.93,1,0.0,0,1.22,0.8057793378829956
987,investigate,pursue,V,7.15,2.27,2.83,1,0.0,0,0.56,0.8960121273994446
988,ignore,explore,V,0.4,2.22,2.9,1,0.0,0,1.19,0.7993522882461548
989,bring,complain,V,0.98,2.55,2.6,1,0.0,0,1.57,0.7488906383514404
990,enter,owe,V,0.68,3.12,2.07,1,0.0,0,1.67,0.6186527013778687
991,portray,notify,V,0.78,2.18,3.04,2,0.0,0,1.17,0.3175775408744812
992,remind,sell,V,0.4,2.19,3.35,2,0.0,0,1.61,0.7648900747299194
993,absorb,possess,V,5.0,3.11,2.6,2,0.0,0,1.15,0.8736599087715149
994,join,acquire,V,2.85,2.86,2.93,2,0.0,0,0.99,0.76697838306427
995,send,attend,V,1.67,2.7,3.17,2,0.0,0,1.44,0.7121398448944092
996,gather,attend,V,4.8,2.75,3.17,2,0.0,0,1.97,0.7977249026298523
997,absorb,withdraw,V,2.97,3.11,3.04,2,0.0,0,1.75,0.5435459613800049
998,attend,arrive,V,6.08,3.17,3.22,2,0.0,0,1.18,0.825177013874054
